CN-2019-103010,2019-11-13,金寨店,信用卡,2019-11-15,1,Cust-14380,郝惠,消费者,九江,江西,华东,Prod-10002137,Harbour_Creations_运输标签_白色,办公用品,标签,106.96,2,0,11.76,杨洪光,1,2019
CN-2019-103011,2019-11-13,杨店店,信用卡,2019-11-15,1,Cust-14380,郝惠,消费者,九江,江西,华东,Prod-10004171,Bush_搁架_白色,家具,书架,7299.18,9,0,2115.54,杨洪光,1,2019
CN-2019-103012,2019-11-13,海恒店,其它,2019-11-16,1,Cust-11380,杨诚,公司,蚌埠,安徽,华东,Prod-10003026,Binney_&_Smith_记号笔_混合尺寸,办公用品,美术,203.616,2,0.2,50.736,杨洪光,0,2019
CN-2019-103013,2019-11-13,人民路店,微信,2019-11-17,6,Cust-16840,宋立,消费者,厦门,福建,华东,Prod-10001287,Hon_摇椅_黑色,家具,椅子,2991.1,5,0,358.4,杨洪光,1,2019
CN-2019-103014,2019-11-13,燎原店,其它,2019-11-17,6,Cust-13825,侯虹,公司,塔河,黑龙江,东北,Prod-10001567,Rubvermaid_相框_黑色,家具,用具,724.5,3,0,50.4,郝杰,1,2019
CN-2019-103015,2019-11-13,杨店店,微信,2019-11-17,6,Cust-18910,贾柏,小型企业,汕头,广东,中南,Prod-10003897,Rogers_搁板_金属,办公用品,收纳具,1428,5,0,242.2,王倩倩,1,2019
CN-2019-103016,2019-11-13,定远路店,其它,2019-11-17,6,Cust-18910,贾柏,小型企业,汕头,广东,中南,Prod-10002230,Stockwell_橡皮筋_混合尺寸,办公用品,系固件,260.96,4,0,109.2,王倩倩,1,2019
CN-2019-103017,2019-11-13,庐江路,信用卡,2019-11-17,6,Cust-18910,贾柏,小型企业,汕头,广东,中南,Prod-10001285,Stockwell_订书钉_整包,办公用品,系固件,151.2,3,0,72.24,王倩倩,1,2019
CN-2019-103018,2019-11-13,临泉路,信用卡,2019-11-17,6,Cust-19525,薛庆缘,公司,开远,云南,西南,Prod-10002137,Harbour_Creations_运输标签_白色,办公用品,标签,160.44,3,0,17.64,姜伟,1,2019
CN-2019-103019,2019-11-13,定远路店,其它,2019-11-17,6,Cust-15190,谢君,消费者,济南,山东,华东,Prod-10004988,Stanley_铅笔刀_混合尺寸,办公用品,美术,130.48,1,0,14.28,杨洪光,0,2019
CN-2019-103020,2019-11-13,金寨店,其它,2019-11-17,6,Cust-19525,薛庆缘,公司,开远,云南,西南,Prod-10000310,Binney_&_Smith_画布_蓝色,办公用品,美术,958.72,4,0,152.88,姜伟,0,2019
CN-2019-103021,2019-11-13,众兴店,微信,2019-11-17,6,Cust-12205,白德伟,消费者,哈尔滨,黑龙江,东北,Prod-10002013,Harbour_Creations_凳子_红色,家具,椅子,4202.8,5,0,840,郝杰,0,2019
CN-2019-103022,2019-11-13,众兴店,其它,2019-11-17,6,Cust-15070,徐菊,消费者,杭州,浙江,华东,Prod-10000347,Stiletto_尺子_锯齿状,办公用品,用品,162.12,5,0.4,-68.18,杨洪光,0,2019
CN-2019-103023,2019-11-13,临泉路,其它,2019-11-19,6,Cust-20545,倪爽,公司,大庆,黑龙江,东北,Prod-10002025,Novimex_折叠椅_可调,家具,椅子,1976.8,5,0,968.1,郝杰,0,2019
CN-2019-103024,2019-11-14,燎原店,信用卡,2019-11-16,1,Cust-17785,刘乐,公司,凤城,辽宁,东北,Prod-10001303,Lesro_咖啡桌_黑色,家具,桌子,2822.4,6,0.6,-1693.44,郝杰,0,2019
CN-2019-103025,2019-11-14,金寨店,支付宝,2019-11-18,6,Cust-11605,姚秋,消费者,无锡,江苏,华东,Prod-10001248,Elite_大剪刀_工业,办公用品,用品,816.984,6,0.4,-354.816,杨洪光,1,2019
CN-2019-103026,2019-11-14,临泉路,其它,2019-11-18,6,Cust-11605,姚秋,消费者,无锡,江苏,华东,Prod-10001791,摩托罗拉_智能手机_全尺寸,技术,电话,1834.98,5,0.4,-1009.82,杨洪光,1,2019
CN-2019-103027,2019-11-14,众兴店,信用卡,2019-11-18,6,Cust-11605,姚秋,消费者,无锡,江苏,华东,Prod-10002481,Accos_橡皮筋_金属,办公用品,系固件,94.08,2,0.4,-36.12,杨洪光,0,2019
CN-2019-103028,2019-11-14,众兴店,其它,2019-11-19,6,Cust-19525,薛庆缘,公司,抚顺,辽宁,东北,Prod-10003148,Deflect-O_灯泡_黑色,家具,用具,106.344,2,0.4,-30.296,郝杰,1,2019
CN-2019-103029,2019-11-14,人民路店,其它,2019-11-19,6,Cust-18970,邢柏,小型企业,椒江,浙江,华东,Prod-10001467,Boston_速写本_蓝色,办公用品,美术,45.36,1,0.8,-170.1,杨洪光,0,2019
CN-2019-103030,2019-11-14,定远路店,其它,2019-11-19,6,Cust-19525,薛庆缘,公司,抚顺,辽宁,东北,Prod-10002996,三星_办公室电话机_蓝色,技术,电话,365.232,2,0.4,-243.488,郝杰,0,2019
CN-2019-103031,2019-11-14,人民路店,微信,2019-11-19,6,Cust-21310,武廷,消费者,朝阳,辽宁,东北,Prod-10001807,SAFCO_折叠椅_每套两件,家具,椅子,1231.44,5,0.4,-513.66,郝杰,0,2019
CN-2019-103032,2019-11-14,庐江路,其它,2019-11-19,6,Cust-21310,武廷,消费者,朝阳,辽宁,东北,Prod-10003923,SanDisk_记忆卡_实惠,技术,配件,629.496,2,0.4,-209.944,郝杰,0,2019
CN-2019-103033,2019-11-14,定远路店,其它,2019-11-20,6,Cust-12850,胡凤,消费者,娄底,湖南,中南,Prod-10001002,Sanford_铅笔刀_整包,办公用品,美术,194.88,2,0.2,12.04,王倩倩,0,2019
CN-2019-103034,2019-11-14,众兴店,信用卡,2019-11-20,6,Cust-12850,胡凤,消费者,娄底,湖南,中南,Prod-10002546,Acco_装订机_回收,办公用品,装订机,144.76,2,0,64.96,王倩倩,0,2019
CN-2019-103035,2019-11-14,庐江路,信用卡,2019-11-20,6,Cust-12850,胡凤,消费者,娄底,湖南,中南,Prod-10004464,Wilson_Jones_标签_实惠,办公用品,装订机,90.3,3,0,36.12,王倩倩,0,2019
CN-2019-103036,2019-11-14,庐江路,支付宝,2019-11-20,6,Cust-12850,胡凤,消费者,娄底,湖南,中南,Prod-10002993,Hoover_烤面包机_白色,办公用品,器具,381.64,1,0,106.82,王倩倩,0,2019
CN-2019-103037,2019-11-15,人民路店,其它,2019-11-18,1,Cust-20695,孔松,公司,南宁,广西,中南,Prod-10003154,Enermax_鼠标_实惠,技术,配件,1316.14,7,0,328.3,王倩倩,1,2019
CN-2019-103038,2019-11-15,杨店店,信用卡,2019-11-18,1,Cust-20695,孔松,公司,南宁,广西,中南,Prod-10000127,Acco_标签_透明,办公用品,装订机,75.04,2,0,35,王倩倩,0,2019
CN-2019-103039,2019-11-15,临泉路,信用卡,2019-11-19,6,Cust-20680,巩松,小型企业,天津,天津,华北,Prod-10000056,Elite_开信刀_钢,办公用品,用品,249.2,2,0,122.08,张怡莲,0,2019
CN-2019-103040,2019-11-15,庐江路,信用卡,2019-11-20,3,Cust-21370,彭婉,公司,沈阳,辽宁,东北,Prod-10001313,Bush_书架_白色,家具,书架,1411.536,4,0.4,46.816,郝杰,1,2019
CN-2019-103041,2019-11-15,燎原店,微信,2019-11-20,3,Cust-21370,彭婉,公司,沈阳,辽宁,东北,Prod-10002993,Hoover_烤面包机_白色,办公用品,器具,1144.92,5,0.4,-229.18,郝杰,1,2019
CN-2019-103042,2019-11-15,众兴店,信用卡,2019-11-20,3,Cust-21370,彭婉,公司,沈阳,辽宁,东北,Prod-10003663,Eldon_框架_一包多件,家具,用具,325.668,1,0.4,-27.272,郝杰,1,2019
CN-2019-103043,2019-11-15,人民路店,信用卡,2019-11-20,3,Cust-21370,彭婉,公司,沈阳,辽宁,东北,Prod-10002508,Fellowes_锁柜_单宽度,办公用品,收纳具,3870.72,4,0,1509.2,郝杰,1,2019
CN-2019-103044,2019-11-15,众兴店,信用卡,2019-11-20,3,Cust-21370,彭婉,公司,沈阳,辽宁,东北,Prod-10002697,Novimex_摇椅_每套两件,家具,椅子,2245.824,6,0.4,-674.016,郝杰,1,2019
CN-2019-103045,2019-11-15,燎原店,支付宝,2019-11-20,6,Cust-14305,常惠英,消费者,郑州,河南,中南,Prod-10000406,Smead_文件车_金属,办公用品,收纳具,2379.44,4,0,927.92,王倩倩,1,2019
CN-2019-103046,2019-11-15,定远路店,微信,2019-11-21,6,Cust-21820,邹雯,消费者,邵武,福建,华东,Prod-10002867,爱普生_收据打印机_红色,技术,设备,1065.68,2,0,223.72,杨洪光,0,2019
CN-2019-103047,2019-11-15,庐江路,其它,2019-11-22,6,Cust-12445,曹冬露,消费者,辽阳,辽宁,东北,Prod-10000589,Breville_炉灶_白色,办公用品,器具,6268.416,4,0.4,-2716.784,郝杰,1,2019
CN-2019-103048,2019-11-15,临泉路,信用卡,2019-11-22,6,Cust-19075,邵鹏,消费者,沈阳,辽宁,东北,Prod-10003367,Cameo_局间信封_回收,办公用品,信封,647.22,3,0,317.1,郝杰,1,2019
CN-2019-103049,2019-11-15,临泉路,微信,2019-11-22,6,Cust-19075,邵鹏,消费者,沈阳,辽宁,东北,Prod-10002697,Novimex_摇椅_每套两件,家具,椅子,1122.912,3,0.4,-337.008,郝杰,1,2019
CN-2019-103050,2019-11-15,杨店店,微信,2019-11-22,6,Cust-12445,曹冬露,消费者,辽阳,辽宁,东北,Prod-10004317,Novimex_圆形标签_耐用,办公用品,标签,93.24,3,0,34.44,郝杰,0,2019
CN-2019-103051,2019-11-15,定远路店,其它,2019-11-22,6,Cust-12445,曹冬露,消费者,辽阳,辽宁,东北,Prod-10001791,摩托罗拉_智能手机_全尺寸,技术,电话,366.996,1,0.4,-201.964,郝杰,0,2019
CN-2019-103052,2019-11-15,庐江路,其它,2019-11-22,6,Cust-12445,曹冬露,消费者,辽阳,辽宁,东北,Prod-10003240,Kraft_局间信封_回收,办公用品,信封,213.36,1,0,59.64,郝杰,0,2019
CN-2019-103053,2019-11-17,燎原店,支付宝,2019-11-18,1,Cust-13885,佟虹,小型企业,武汉,湖北,中南,Prod-10003042,Stanley_钢笔_蓝色,办公用品,美术,28.14,3,0.8,-73.5,王倩倩,0,2019
CN-2019-103054,2019-11-17,燎原店,其它,2019-11-20,1,Cust-15325,常康,公司,乐山,四川,西南,Prod-10000056,Elite_开信刀_钢,办公用品,用品,373.8,5,0.4,56,姜伟,1,2019
CN-2019-103055,2019-11-17,临泉路,信用卡,2019-11-20,1,Cust-14140,吕欢悦,小型企业,济南,山东,华东,Prod-10003555,Sauder_柜_金属,家具,书架,3101.28,4,0,1333.36,杨洪光,1,2019
CN-2019-103056,2019-11-17,临泉路,其它,2019-11-20,1,Cust-15325,常康,公司,乐山,四川,西南,Prod-10003781,Eldon_分层置放架_耐用,家具,用具,239.652,3,0.4,-40.068,姜伟,0,2019
CN-2019-103057,2019-11-17,临泉路,微信,2019-11-21,6,Cust-16090,苏磊,消费者,龙口,山东,华东,Prod-10000495,Brother_传真复印机_数字化,技术,复印机,2675.82,3,0,240.66,杨洪光,0,2019
CN-2019-103058,2019-11-17,庐江路,信用卡,2019-11-22,6,Cust-21220,苏涛,消费者,汕头,广东,中南,Prod-10004648,Novimex_圆形标签_红色,办公用品,标签,113.68,4,0,50.96,王倩倩,1,2019
CN-2019-103059,2019-11-17,海恒店,其它,2019-11-22,3,Cust-16765,郝立,消费者,大同,安徽,华东,Prod-10004536,Eaton_令_优质,办公用品,纸张,371.7,3,0,14.7,杨洪光,0,2019
CN-2019-103060,2019-11-17,人民路店,信用卡,2019-11-22,6,Cust-11620,程聪,消费者,韩城,陕西,西北,Prod-10001262,Eldon_搁板_金属,办公用品,收纳具,664.86,3,0,186.06,江奕健,0,2019
CN-2019-103061,2019-11-17,人民路店,其它,2019-11-22,6,Cust-11620,程聪,消费者,韩城,陕西,西北,Prod-10004132,Rogers_盘_工业,办公用品,收纳具,580.16,2,0,255.08,江奕健,0,2019
CN-2019-103062,2019-11-17,杨店店,支付宝,2019-11-22,6,Cust-11620,程聪,消费者,韩城,陕西,西北,Prod-10000287,Wilson_Jones_孔加固材料_实惠,办公用品,装订机,42.28,2,0,10.08,江奕健,0,2019
CN-2019-103063,2019-11-17,临泉路,其它,2019-11-22,6,Cust-11620,程聪,消费者,韩城,陕西,西北,Prod-10003464,Rogers_盘_金属,办公用品,收纳具,567,2,0,243.6,江奕健,0,2019
CN-2019-103064,2019-11-17,众兴店,其它,2019-11-24,6,Cust-18085,倪幂,消费者,南岔,黑龙江,东北,Prod-10001112,Fellowes_盒_工业,办公用品,收纳具,188.16,2,0,45.08,郝杰,1,2019
CN-2019-103065,2019-11-17,定远路店,微信,2019-11-24,6,Cust-13855,麦虹,公司,西安,陕西,西北,Prod-10002943,Smead_文件车_蓝色,办公用品,收纳具,1198.4,2,0,455.28,江奕健,0,2019
CN-2019-103066,2019-11-18,海恒店,支付宝,2019-11-20,1,Cust-13300,陶莞颖,公司,宿州,安徽,华东,Prod-10003452,KitchenAid_搅拌机_黑色,办公用品,器具,1375.92,3,0,550.2,杨洪光,0,2019
CN-2019-103067,2019-11-18,临泉路,微信,2019-11-21,1,Cust-21415,贾伟,消费者,衢州,浙江,华东,Prod-10002475,诺基亚_办公室电话机_全尺寸,技术,电话,185.976,1,0.4,-27.944,杨洪光,1,2019
CN-2019-103068,2019-11-18,定远路店,其它,2019-11-22,6,Cust-18625,邹妮,公司,鹤岗,黑龙江,东北,Prod-10003487,Avery_装订机盖_回收,办公用品,装订机,480.06,9,0,90.72,郝杰,1,2019
CN-2019-103069,2019-11-18,庐江路,支付宝,2019-11-22,6,Cust-18280,邱明,公司,武汉,湖北,中南,Prod-10000814,Cameo_商业信封_红色,办公用品,信封,478.1,5,0,205.1,王倩倩,0,2019
CN-2019-103070,2019-11-18,庐江路,其它,2019-11-22,6,Cust-11890,曾岱,消费者,安顺,贵州,西南,Prod-10000832,Ames_商业信封_红色,办公用品,信封,254.52,3,0,81.06,姜伟,0,2019
CN-2019-103071,2019-11-18,杨店店,信用卡,2019-11-23,6,Cust-15835,黄丽,消费者,莱阳,山东,华东,Prod-10001586,Dania_墙角架_白色,家具,书架,581.42,1,0,180.18,杨洪光,1,2019
CN-2019-103072,2019-11-18,临泉路,其它,2019-11-24,6,Cust-10750,沈彩,消费者,南昌,江西,华东,Prod-10001249,夏普_个人复印机_数字化,技术,复印机,558.32,1,0,83.72,杨洪光,1,2019
CN-2019-103073,2019-11-19,燎原店,信用卡,2019-11-19,0,Cust-19930,郝绅,消费者,重庆,重庆,西南,Prod-10002407,Rubvermaid_门挡_优质,家具,用具,395.92,2,0,91,姜伟,1,2019
CN-2019-103074,2019-11-19,定远路店,微信,2019-11-19,0,Cust-19930,郝绅,消费者,重庆,重庆,西南,Prod-10002886,Eldon_闹钟_一包多件,家具,用具,1056.16,4,0,285.04,姜伟,0,2019
CN-2019-103075,2019-11-19,金寨店,微信,2019-11-21,3,Cust-10930,柯婵,小型企业,苏州,江苏,华东,Prod-10004890,柯尼卡_电话_红色,技术,设备,700.056,3,0.4,-151.704,杨洪光,1,2019
CN-2019-103076,2019-11-19,临泉路,信用卡,2019-11-22,3,Cust-16330,徐黎明,公司,安丘,山东,华东,Prod-10003822,KitchenAid_咖啡研磨机_红色,办公用品,器具,328.86,1,0,36.12,杨洪光,1,2019
CN-2019-103077,2019-11-19,庐江路,微信,2019-11-22,3,Cust-16330,徐黎明,公司,安丘,山东,华东,Prod-10002504,Stockwell_订书钉_混合尺寸,办公用品,系固件,77,2,0,0,杨洪光,0,2019
CN-2019-103078,2019-11-19,众兴店,微信,2019-11-23,6,Cust-15445,曾康,消费者,潍坊,山东,华东,Prod-10004623,施乐_计划信息表_回收,办公用品,纸张,189.28,2,0,64.12,杨洪光,1,2019
CN-2019-103079,2019-11-19,众兴店,支付宝,2019-11-23,6,Cust-20305,常盛,消费者,汉沽,天津,华北,Prod-10001870,三星_信号增强器_蓝色,技术,电话,1912.26,3,0,18.9,张怡莲,1,2019
CN-2019-103080,2019-11-19,人民路店,信用卡,2019-11-23,6,Cust-12415,郭冬露,消费者,惠城,广东,中南,Prod-10003441,Avery_标签_耐用,办公用品,装订机,73.08,2,0,13.72,王倩倩,0,2019
CN-2019-103081,2019-11-19,众兴店,其它,2019-11-23,6,Cust-12415,郭冬露,消费者,惠城,广东,中南,Prod-10004390,SAFCO_扶手椅_每套两件,家具,椅子,9737.28,5,0.1,4002.88,王倩倩,0,2019
CN-2019-103082,2019-11-19,海恒店,支付宝,2019-11-24,6,Cust-10630,樊彩,小型企业,禹州,河南,中南,Prod-10002318,贝尔金_键区_回收,技术,配件,518.56,2,0,103.6,王倩倩,1,2019
CN-2019-103083,2019-11-19,海恒店,微信,2019-11-24,6,Cust-10630,樊彩,小型企业,禹州,河南,中南,Prod-10001437,诺基亚_信号增强器_全尺寸,技术,电话,3215.1,5,0,642.6,王倩倩,0,2019
CN-2019-103084,2019-11-19,金寨店,其它,2019-11-25,6,Cust-14260,武欢,小型企业,北京,北京,华北,Prod-10003209,Acme_大剪刀_工业,办公用品,用品,481.04,2,0,67.2,张怡莲,1,2019
CN-2019-103085,2019-11-19,庐江路,其它,2019-11-25,6,Cust-14260,武欢,小型企业,北京,北京,华北,Prod-10001942,Fellowes_文件车_金属,办公用品,收纳具,1272.88,2,0,585.48,张怡莲,1,2019
CN-2019-103086,2019-11-19,金寨店,信用卡,2019-11-25,6,Cust-14260,武欢,小型企业,北京,北京,华北,Prod-10004088,GlobeWeis_商业信封_银色,办公用品,信封,184.24,2,0,40.32,张怡莲,0,2019
CN-2019-103087,2019-11-19,金寨店,微信,2019-11-25,6,Cust-14260,武欢,小型企业,北京,北京,华北,Prod-10004286,Hewlett_墨水_彩色,技术,复印机,4903.92,7,0,588,张怡莲,0,2019
CN-2019-103088,2019-11-19,燎原店,其它,2019-11-25,6,Cust-14260,武欢,小型企业,北京,北京,华北,Prod-10000396,Stanley_钢笔_混合尺寸,办公用品,美术,185.22,3,0,31.08,张怡莲,0,2019
CN-2019-103089,2019-11-19,人民路店,支付宝,2019-11-25,6,Cust-14260,武欢,小型企业,北京,北京,华北,Prod-10000715,Eaton_羊皮纸_多色,办公用品,纸张,347.2,5,0,62.3,张怡莲,0,2019
CN-2019-103090,2019-11-20,燎原店,信用卡,2019-11-22,1,Cust-12115,袁德,消费者,凤城,辽宁,东北,Prod-10001860,Safco_搁架_传统,家具,书架,1652.616,3,0.4,-523.404,郝杰,1,2019
CN-2019-103091,2019-11-20,临泉路,其它,2019-11-22,3,Cust-16000,黄磊,消费者,武汉,湖北,中南,Prod-10001124,夏普_个人复印机_每套两件,技术,复印机,3024,9,0.4,-1814.4,王倩倩,1,2019
CN-2019-103092,2019-11-20,海恒店,信用卡,2019-11-22,1,Cust-12115,袁德,消费者,凤城,辽宁,东北,Prod-10001951,StarTech_喷墨打印机_多色,技术,设备,1689.912,2,0.4,-760.648,郝杰,0,2019
CN-2019-103093,2019-11-20,燎原店,支付宝,2019-11-22,3,Cust-14305,常惠英,消费者,吉林市,吉林,东北,Prod-10001313,Bush_书架_白色,家具,书架,1176.28,2,0,493.92,郝杰,0,2019
CN-2019-103094,2019-11-20,海恒店,其它,2019-11-25,6,Cust-17695,殷丽雪,消费者,石家庄,河北,华北,Prod-10004006,Sauder_柜_黑色,家具,书架,1568.28,2,0,297.92,张怡莲,1,2019
CN-2019-103095,2019-11-20,众兴店,支付宝,2019-11-25,6,Cust-17695,殷丽雪,消费者,石家庄,河北,华北,Prod-10001282,Enermax_笔记本_每包_12_个,办公用品,纸张,456.96,3,0,118.44,张怡莲,1,2019
CN-2019-103096,2019-11-20,人民路店,微信,2019-11-25,6,Cust-18565,邵娜,小型企业,义乌,浙江,华东,Prod-10001969,Harbour_Creations_圆形标签_红色,办公用品,标签,275.94,9,0,112.14,杨洪光,1,2019
CN-2019-103097,2019-11-20,人民路店,信用卡,2019-11-25,6,Cust-18565,邵娜,小型企业,义乌,浙江,华东,Prod-10004764,Avery_装订机盖_透明,办公用品,装订机,58.968,2,0.4,-9.912,杨洪光,1,2019
CN-2019-103098,2019-11-20,定远路店,微信,2019-11-25,6,Cust-18565,邵娜,小型企业,义乌,浙江,华东,Prod-10004446,Jiffy_马尼拉纸信封_银色,办公用品,信封,795.48,6,0,294,杨洪光,0,2019
CN-2019-103099,2019-11-21,临泉路,微信,2019-11-21,0,Cust-12475,邢毅,消费者,汕尾,广东,中南,Prod-10003504,Ibico_装订机_耐用,办公用品,装订机,316.96,4,0,110.88,王倩倩,1,2019
CN-2019-103100,2019-11-21,杨店店,信用卡,2019-11-21,0,Cust-11920,贾丹,消费者,北京,北京,华北,Prod-10003797,Acme_尺子_蓝色,办公用品,用品,467.88,6,0,88.2,张怡莲,0,2019
CN-2019-103101,2019-11-21,临泉路,其它,2019-11-22,0,Cust-12895,林凤,消费者,虎石台,辽宁,东北,Prod-10001519,Safco_柜_白色,家具,书架,959.616,2,0.4,-479.864,郝杰,0,2019
CN-2019-103102,2019-11-21,庐江路,其它,2019-11-24,1,Cust-19615,罗琼,消费者,吉林市,吉林,东北,Prod-10000765,Wilson_Jones_孔加固材料_回收,办公用品,装订机,91.28,4,0,1.68,郝杰,0,2019
CN-2019-103103,2019-11-21,燎原店,信用卡,2019-11-25,6,Cust-17275,巩廉,消费者,临朐,山东,华东,Prod-10002267,Advantus_分层置放架_优质,家具,用具,466.48,4,0,228.48,杨洪光,1,2019
CN-2019-103104,2019-11-21,临泉路,其它,2019-11-25,6,Cust-17275,巩廉,消费者,临朐,山东,华东,Prod-10000619,Avery_可去除的标签_耐用,办公用品,标签,51.94,1,0,3.5,杨洪光,0,2019
CN-2019-103105,2019-11-21,海恒店,其它,2019-11-25,3,Cust-12445,曹冬露,消费者,南宁,广西,中南,Prod-10001071,KitchenAid_烤面包机_红色,办公用品,器具,398.16,1,0,55.72,王倩倩,0,2019
CN-2019-103106,2019-11-21,海恒店,微信,2019-11-27,6,Cust-13180,孟刚,公司,盐城,江苏,华东,Prod-10000686,GlobeWeis_局间信封_每套_50_个,办公用品,信封,446.32,2,0,182.84,杨洪光,1,2019
CN-2019-103107,2019-11-22,人民路店,微信,2019-11-22,0,Cust-20650,付松,公司,邢台,河北,华北,Prod-10003040,佳能_无线传真机_红色,技术,复印机,15828.12,9,0,6013.98,张怡莲,0,2019
CN-2019-103108,2019-11-22,海恒店,支付宝,2019-11-28,6,Cust-12070,巩德,小型企业,包头,内蒙古,华北,Prod-10003755,Novimex_可去除的标签_白色,办公用品,标签,230.3,5,0,96.6,张怡莲,1,2019
CN-2019-103109,2019-11-23,庐江路,其它,2019-11-23,0,Cust-20950,谢斯云,公司,昌图,辽宁,东北,Prod-10002594,SanDisk_键盘_耐用,技术,配件,914.928,4,0.4,-564.592,郝杰,0,2019
CN-2019-103110,2019-11-23,人民路店,支付宝,2019-11-23,0,Cust-20950,谢斯云,公司,昌图,辽宁,东北,Prod-10000579,Eldon_门挡_一包多件,家具,用具,140.616,1,0.4,-86.744,郝杰,0,2019
CN-2019-103111,2019-11-24,金寨店,信用卡,2019-11-24,0,Cust-12730,赵芳,消费者,莱州,山东,华东,Prod-10002524,施乐_羊皮纸_回收,办公用品,纸张,307.3,5,0,24.5,杨洪光,1,2019
CN-2019-103112,2019-11-24,庐江路,其它,2019-11-26,3,Cust-12070,巩德,小型企业,富阳,浙江,华东,Prod-10000196,罗技_闪存驱动器_可编程,技术,配件,358.512,4,0.4,-119.728,杨洪光,1,2019
CN-2019-103113,2019-11-24,众兴店,其它,2019-11-26,3,Cust-12070,巩德,小型企业,富阳,浙江,华东,Prod-10003147,StarTech_收据打印机_红色,技术,设备,2111.508,7,0.4,-1196.972,杨洪光,0,2019
CN-2019-103114,2019-11-24,临泉路,信用卡,2019-11-27,1,Cust-20710,龚松,小型企业,榆林,陕西,西北,Prod-10002913,Office_Star_椅垫_每套两件,家具,椅子,1588.3,5,0,508.2,江奕健,1,2019
CN-2019-103115,2019-11-24,金寨店,其它,2019-11-27,1,Cust-20065,赵升,消费者,衡阳,湖南,中南,Prod-10004988,Stanley_铅笔刀_混合尺寸,办公用品,美术,104.384,1,0.2,-11.816,王倩倩,0,2019
CN-2019-103116,2019-11-24,金寨店,信用卡,2019-11-28,3,Cust-10960,罗婵,消费者,大连,辽宁,东北,Prod-10003011,Sauder_书架_黑色,家具,书架,829.752,2,0.4,68.992,郝杰,1,2019
CN-2019-103117,2019-11-24,燎原店,其它,2019-11-29,3,Cust-15955,涂丽,消费者,淮南,安徽,华东,Prod-10004384,Smead_锁柜_金属,办公用品,收纳具,2764.86,3,0,1299.48,杨洪光,1,2019
CN-2019-103118,2019-11-24,临泉路,信用卡,2019-11-29,6,Cust-21565,邵伟,公司,金沙,江苏,华东,Prod-10002388,柯尼卡_计算器_白色,技术,设备,560.448,4,0.4,-28.112,杨洪光,1,2019
CN-2019-103119,2019-11-24,海恒店,其它,2019-11-29,6,Cust-12955,佘凤,公司,桂林,广西,中南,Prod-10002541,Harbour_Creations_运输标签_可调,办公用品,标签,87.36,2,0,12.04,王倩倩,1,2019
CN-2019-103120,2019-11-24,燎原店,微信,2019-11-29,6,Cust-12340,杨栋,公司,北京,北京,华北,Prod-10000366,Avery_孔加固材料_回收,办公用品,装订机,178.08,8,0,25.76,张怡莲,1,2019
CN-2019-103121,2019-11-24,金寨店,微信,2019-11-29,6,Cust-21565,邵伟,公司,金沙,江苏,华东,Prod-10004001,Fiskars_剪刀_工业,办公用品,用品,208.152,3,0.4,-59.388,杨洪光,0,2019
CN-2019-103122,2019-11-24,金寨店,信用卡,2019-11-29,6,Cust-12340,杨栋,公司,北京,北京,华北,Prod-10001200,Memorex_键盘_实惠,技术,配件,3662.12,11,0,1683.22,张怡莲,0,2019
CN-2019-103123,2019-11-24,人民路店,信用卡,2019-11-30,6,Cust-20230,麦实,公司,冷水江,湖南,中南,Prod-10002649,诺基亚_耳机_全尺寸,技术,电话,4166.4,12,0,1041.6,王倩倩,1,2019
CN-2019-103124,2019-11-24,燎原店,信用卡,2019-11-30,6,Cust-20230,麦实,公司,冷水江,湖南,中南,Prod-10003672,Safco_书库_传统,家具,书架,16371.18,9,0,3273.48,王倩倩,0,2019
CN-2019-103125,2019-11-24,金寨店,信用卡,2019-12-01,6,Cust-16045,林磊,小型企业,抚顺,辽宁,东北,Prod-10001403,Eldon_文件夹_蓝色,办公用品,收纳具,396.2,5,0,130.2,郝杰,1,2019
CN-2019-103126,2019-11-25,海恒店,信用卡,2019-11-25,0,Cust-18445,范娜,小型企业,汉中,陕西,西北,Prod-10000176,Breville_烤面包机_黑色,办公用品,器具,710.64,2,0,156.24,江奕健,1,2019
CN-2019-103127,2019-11-25,定远路店,信用卡,2019-11-25,0,Cust-18445,范娜,小型企业,汉中,陕西,西北,Prod-10002340,佳能_个人复印机_每套两件,技术,复印机,2664.48,4,0,1065.68,江奕健,0,2019
CN-2019-103128,2019-11-25,定远路店,信用卡,2019-11-29,6,Cust-17335,朱丽丽,小型企业,七台河,黑龙江,东北,Prod-10002053,思科_耳机_全尺寸,技术,电话,3768.66,9,0,1355.76,郝杰,1,2019
CN-2019-103129,2019-11-25,燎原店,微信,2019-11-29,6,Cust-21010,孙斯云,消费者,广州,广东,中南,Prod-10000405,SanDisk_路由器_实惠,技术,配件,5981.5,5,0,298.9,王倩倩,1,2019
CN-2019-103130,2019-11-25,庐江路,微信,2019-11-29,6,Cust-21370,彭婉,公司,德州,山东,华东,Prod-10002581,Avery_可去除的标签_可调,办公用品,标签,80.64,2,0,36.12,杨洪光,0,2019
CN-2019-103131,2019-11-25,庐江路,其它,2019-11-29,3,Cust-10480,戴壁,消费者,常州,江苏,华东,Prod-10002448,SAFCO_折叠椅_红色,家具,椅子,1199.94,5,0.4,-440.16,杨洪光,0,2019
